qacc	Entry	qlen	slen	length	score	bitscore	evalue	pident	nident	mismatch	positive	gaps	gapopen	Tax_ID	stitle
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_025654	429	1506	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_025509	429	1505	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_114436	429	1458	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_028722	429	1494	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_026222	429	1436	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_114191	429	1393	426	423	782.0	0.0	99.765	425	1	425	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_114187	429	1459	426	423	782.0	0.0	99.765	425	1	425	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16991:12955	NR_114186	429	1461	426	423	782.0	0.0	99.765	425	1	425	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_037047	429	1504	429	411	760.0	0.0	98.601	423	6	423	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_114405	429	1501	429	408	754.0	0.0	98.368	422	7	422	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_025957	429	1467	430	403	745.0	0.0	97.90700000000001	421	7	421	2	2	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_159353	429	1510	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_024805	429	1474	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_024635	429	1514	430	393	726.0	0.0	97.209	418	10	418	2	2	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_026055	429	1486	430	391	723.0	0.0	96.977	417	10	417	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_156847	429	1423	432	381	704.0	0.0	96.296	416	10	416	6	6	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_116385	429	1507	429	378	699.0	0.0	96.037	412	17	412	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:28778:12976	NR_104941	429	1448	429	372	688.0	0.0	95.571	410	19	410	0	0	89402	Colwellia hornerae strain IC035 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_044837	429	1462	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_025654	429	1506	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_025509	429	1505	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_114436	429	1458	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_028722	429	1494	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_026222	429	1436	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_114191	429	1393	426	423	782.0	0.0	99.765	425	1	425	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_114187	429	1459	426	423	782.0	0.0	99.765	425	1	425	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5035:13001	NR_114186	429	1461	426	423	782.0	0.0	99.765	425	1	425	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_042468	429	1392	429	423	782.0	0.0	99.53399999999999	427	2	427	0	0	170673	Vibrio kanaloae strain LMG 20539 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_116067	429	1536	429	421	778.0	0.0	99.301	426	3	426	0	0	693153	Vibrio atlanticus strain VB 11.11 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_042156	429	1321	429	420	776.0	0.0	99.301	426	3	426	0	0	29497	Vibrio splendidus strain LMG 4042 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_114982	429	1381	429	420	776.0	0.0	99.301	426	3	426	0	0	136468	Vibrio lentus strain CIP 107166 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_036929	429	1507	429	418	773.0	0.0	99.068	425	4	425	0	0	212663	Vibrio tasmaniensis strain Carson D39 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_028926	429	1559	429	417	771.0	0.0	99.068	425	4	425	0	0	136468	Vibrio lentus strain 4OM4T 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_042467	429	1365	429	416	769.0	0.0	98.834	424	5	424	0	0	47951	Vibrio cyclitrophicus strain P-2P44 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_112824	429	1401	429	414	765.0	0.0	98.834	424	5	424	0	0	566293	Aliivibrio sifiae strain H1-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_115806	429	1435	429	414	765.0	0.0	98.834	424	5	424	0	0	47951	Vibrio cyclitrophicus strain LMG 21359 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14210:13029	NR_116259	429	1397	429	408	754.0	0.0	98.368	422	7	422	0	0	40269	Aliivibrio salmonicida strain NCIMB 2262 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_044837	429	1462	429	414	765.0	0.0	98.834	424	5	424	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_114188	429	1461	429	414	765.0	0.0	98.834	424	5	424	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_025654	429	1506	429	414	765.0	0.0	98.834	424	5	424	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_025509	429	1505	429	414	765.0	0.0	98.834	424	5	424	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_114436	429	1458	429	414	765.0	0.0	98.834	424	5	424	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_028722	429	1494	429	414	765.0	0.0	98.834	424	5	424	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_026222	429	1436	429	414	765.0	0.0	98.834	424	5	424	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_114191	429	1393	426	411	760.0	0.0	98.82600000000001	421	5	421	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_114187	429	1459	426	411	760.0	0.0	98.82600000000001	421	5	421	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:29260:13067	NR_114186	429	1461	426	411	760.0	0.0	98.82600000000001	421	5	421	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_037047	429	1504	429	411	760.0	0.0	98.601	423	6	423	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_114405	429	1501	429	405	749.0	0.0	98.135	421	8	421	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_025957	429	1467	431	397	734.0	0.0	97.448	420	7	420	4	4	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_156847	429	1423	433	387	715.0	0.0	96.76700000000001	419	6	419	8	8	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_024635	429	1514	431	387	715.0	0.0	96.75200000000001	417	10	417	4	4	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_024805	429	1474	429	384	710.0	0.0	96.50299999999999	414	15	414	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_026055	429	1486	430	382	706.0	0.0	96.279	414	13	414	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_159353	429	1510	430	381	704.0	0.0	96.279	414	14	414	2	2	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_116385	429	1507	429	381	704.0	0.0	96.27	413	16	413	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15457:13075	NR_104941	429	1448	430	369	682.0	0.0	95.34899999999999	410	18	410	2	2	89402	Colwellia hornerae strain IC035 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_043547	404	1400	404	398	736.0	0.0	99.505	402	2	402	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_125460	404	1321	404	380	702.0	0.0	98.02	396	8	396	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_115917	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_115898	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_025691	404	1430	404	380	702.0	0.0	98.02	396	8	396	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_134206	404	1411	404	374	691.0	0.0	97.525	394	10	394	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_134204	404	1413	404	374	691.0	0.0	97.525	394	10	394	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_102909	404	1452	404	374	691.0	0.0	97.525	394	10	394	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_136874	404	1321	404	374	691.0	0.0	97.525	394	10	394	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2756:13077	NR_115907	404	1307	404	374	691.0	0.0	97.525	394	10	394	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_037047	427	1504	429	398	736.0	0.0	97.669	419	8	419	2	1	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_025957	427	1467	430	390	721.0	0.0	96.977	417	9	417	4	3	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_114405	427	1501	429	389	719.0	0.0	96.97	416	11	416	2	1	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_024805	427	1474	429	377	697.0	0.0	96.037	412	15	412	2	1	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_159353	427	1510	430	374	691.0	0.0	95.814	412	14	412	4	3	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_024635	427	1514	430	374	691.0	0.0	95.814	412	14	412	4	3	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_156847	427	1423	432	371	686.0	0.0	95.602	413	11	413	8	7	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_116385	427	1507	429	371	686.0	0.0	95.571	410	17	410	2	1	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_026055	427	1486	429	369	682.0	0.0	95.338	409	17	409	3	2	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:4730:13078	NR_104941	427	1448	429	359	664.0	0.0	94.639	406	21	406	2	1	89402	Colwellia hornerae strain IC035 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_026418	404	1397	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	60137	Sulfitobacter pontiacus strain ChLG-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_152065	404	1402	404	371	686.0	0.0	97.277	393	11	393	0	0	1775881	Sulfitobacter faviae strain S5-53 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_115917	404	1307	404	368	680.0	0.0	97.03	392	12	392	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_025691	404	1430	404	368	680.0	0.0	97.03	392	12	392	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_043936	404	1420	404	362	669.0	0.0	96.535	390	14	390	0	0	394264	Sulfitobacter marinus strain SW-265 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_158144	404	1386	404	359	664.0	0.0	96.287	389	15	389	0	0	1972512	Loktanella acticola strain OISW-6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_153748	404	1388	404	359	664.0	0.0	96.287	389	15	389	0	0	1888912	Primorskyibacter aestuariivivens strain OITF-36 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_043098	404	1398	404	359	664.0	0.0	96.287	389	15	389	0	0	287098	Yoonia rosea strain Fg36 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_118329	404	1384	404	356	658.0	0.0	96.04	388	16	388	0	0	1123755	Yoonia litorea strain DPG-5 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16916:13146	NR_109096	404	1376	404	356	658.0	0.0	96.04	388	16	388	0	0	943940	Sagittula marina strain F028-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_043547	404	1400	404	404	747.0	0.0	100.0	404	0	404	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_125460	404	1321	404	386	713.0	0.0	98.515	398	6	398	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_115917	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_115898	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_025691	404	1430	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_134206	404	1411	404	380	702.0	0.0	98.02	396	8	396	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_134204	404	1413	404	380	702.0	0.0	98.02	396	8	396	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_102909	404	1452	404	380	702.0	0.0	98.02	396	8	396	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_136874	404	1321	404	380	702.0	0.0	98.02	396	8	396	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13854:13173	NR_115907	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_037047	429	1504	429	414	765.0	0.0	98.834	424	5	424	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_114405	429	1501	429	405	749.0	0.0	98.135	421	8	421	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_025957	429	1467	431	403	745.0	0.0	97.912	422	5	422	4	4	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_024635	429	1514	431	390	721.0	0.0	96.984	418	9	418	4	4	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_159353	429	1510	430	387	715.0	0.0	96.744	416	12	416	2	2	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_156847	429	1423	433	387	715.0	0.0	96.76700000000001	419	6	419	8	8	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_024805	429	1474	429	387	715.0	0.0	96.73700000000001	415	14	415	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_026055	429	1486	430	385	712.0	0.0	96.512	415	12	415	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_116385	429	1507	429	381	704.0	0.0	96.27	413	16	413	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:2621:13206	NR_133879	429	1465	429	369	682.0	0.0	95.338	409	20	409	0	0	1144278	Thalassotalea eurytherma strain Za6a-12 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_044837	429	1462	429	429	793.0	0.0	100.0	429	0	429	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_114188	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_025654	429	1506	429	429	793.0	0.0	100.0	429	0	429	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_025509	429	1505	429	429	793.0	0.0	100.0	429	0	429	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_114436	429	1458	429	429	793.0	0.0	100.0	429	0	429	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_028722	429	1494	429	429	793.0	0.0	100.0	429	0	429	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_026222	429	1436	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_114191	429	1393	426	426	787.0	0.0	100.0	426	0	426	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_114187	429	1459	426	426	787.0	0.0	100.0	426	0	426	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:12927:13219	NR_114186	429	1461	426	426	787.0	0.0	100.0	426	0	426	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_148664	409	1418	415	207	383.0	4.479999999999999e-106	83.855	348	53	348	14	11	1759387	Foliisarcina bertiogensis strain CENA333 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_102468	409	1481	414	206	381.0	1.6099999999999997e-105	83.816	347	54	347	13	10	111780	Stanieria cyanosphaera PCC 7437 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_114510	409	1414	414	206	381.0	1.6099999999999997e-105	83.816	347	54	347	13	10	111780	Stanieria cyanosphaera PCC 7437 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_112109	409	1437	414	203	375.0	7.499999999999998e-104	83.575	346	54	346	14	11	111780	Stanieria cyanosphaera PCC 7437 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_151904	409	1483	412	201	372.0	9.709999999999996e-103	83.25200000000001	343	61	343	8	8	1827279	Aliterella antarctica strain CENA408 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_157980	409	1457	410	200	370.0	3.4899999999999993e-102	83.171	341	64	341	5	5	2035354	Kryptousia macronema strain CENA338 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_102443	409	1474	414	197	364.0	1.6199999999999996e-100	83.09200000000001	344	56	344	14	13	379064	Cyanobacterium aponinum strain PCC 10605 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_074407	409	1501	413	197	364.0	1.6199999999999996e-100	83.051	343	59	343	11	9	329726	Acaryochloris marina MBIC11017 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_112154	409	1420	413	197	364.0	1.6199999999999996e-100	83.051	343	59	343	11	9	329726	Acaryochloris marina MBIC11017 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21260:13305	NR_115154	409	1466	413	197	364.0	1.6199999999999996e-100	83.051	343	59	343	11	9	329726	Acaryochloris marina MBIC11017 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:6115:13313	NR_029255	429	1467	431	372	688.0	0.0	95.59200000000001	412	15	412	4	4	668	Aliivibrio fischeri strain 398 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:6115:13313	NR_152641	429	1436	431	369	682.0	0.0	95.36	411	16	411	4	4	1676683	Vibrio barjaei strain 3062 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:6115:13313	NR_112824	429	1401	430	369	682.0	0.0	95.34899999999999	410	18	410	2	2	566293	Aliivibrio sifiae strain H1-1 16S ribosomal RNA, partial sequence
